     DEBUG |   71 | Database             | 20/02/2026 23:57:04.190 | DOC[bookmarks.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  186 | Backend              | 20/02/2026 23:57:04.190 | DOC[bookmarks.adoc] targets to RESOURCE[bookmarks.html]
     DEBUG |  823 | Theme                | 20/02/2026 23:57:04.190 |  - Created page for bookmarks
     DEBUG |  186 | Backend              | 20/02/2026 23:57:04.191 | DOC[all.adoc] targets to RESOURCE[all.html]
     DEBUG |   60 | Database             | 20/02/2026 23:57:04.191 | DOC[all.adoc] added to database
     DEBUG |   71 | Database             | 20/02/2026 23:57:04.191 | DOC[all.adoc] KEY[Title] VALUE[All documents] added
     DEBUG |   71 | Database             | 20/02/2026 23:57:04.191 | DOC[all.adoc] KEY[SystemPage] VALUE[Yes] added
     DEBUG |  302 | Backend              | 20/02/2026 23:57:04.191 | [PROCESSING THEME] - END
      INFO |  129 | Workflow             | 20/02/2026 23:57:04.191 | 5 - Compilation
     DEBUG |  124 | KB4IT                | 20/02/2026 23:57:04.192 | [CONTROLLER] - Service[Compiler] registered
     DEBUG |  108 | KB4IT                | 20/02/2026 23:57:04.192 | [CONTROLLER] - Getting service 'Compiler'
     DEBUG |  108 | KB4IT                | 20/02/2026 23:57:04.192 | [CONTROLLER] - Getting service 'Backend'
     DEBUG |  108 | KB4IT                | 20/02/2026 23:57:04.192 | [CONTROLLER] - Getting service 'Theme'
     DEBUG |  114 | KB4IT                | 20/02/2026 23:57:04.192 | [CONTROLLER] - Service 'Compiler' started
     DEBUG |   36 | Compiler             | 20/02/2026 23:57:04.192 | [COMPILER] - START
     DEBUG |   47 | Compiler             | 20/02/2026 23:57:04.192 | Global resources copied to /home/runner/work/blog/blog/var/tmp/resources
     DEBUG |   51 | Compiler             | 20/02/2026 23:57:04.192 | CONF[ASCIIDOC] PARAM[toc] VALUE[left]
     DEBUG |   51 | Compiler             | 20/02/2026 23:57:04.192 | CONF[ASCIIDOC] PARAM[toclevels] VALUE[2]
     DEBUG |   51 | Compiler             | 20/02/2026 23:57:04.192 | CONF[ASCIIDOC] PARAM[icons] VALUE[font]
     DEBUG |   51 | Compiler             | 20/02/2026 23:57:04.192 | CONF[ASCIIDOC] PARAM[linkcss] VALUE[None]
     DEBUG |   51 | Compiler             | 20/02/2026 23:57:04.192 | CONF[ASCIIDOC] PARAM[experimental] VALUE[None]
     DEBUG |   51 | Compiler             | 20/02/2026 23:57:04.192 | CONF[ASCIIDOC] PARAM[source-highlighter] VALUE[highlight.js]
     DEBUG |   67 | Compiler             | 20/02/2026 23:57:04.192 | Number or compiling workers: 2
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.192 | DOC[properties.adoc] compiles in JOB[1]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.193 | DOC[Tag_library.adoc] compiles in JOB[2]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Author_Tomás_Vírseda.adoc] compiles in JOB[3]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Product_Libadwaita.adoc] compiles in JOB[4]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Bookmark.adoc] compiles in JOB[5]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Tag_index.adoc] compiles in JOB[6]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Product_Pixi.adoc] compiles in JOB[7]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Topic.adoc] compiles in JOB[8]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Tag_extraction.adoc] compiles in JOB[9]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[events_20260111.adoc] compiles in JOB[10]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Tag_incremental.adoc] compiles in JOB[11]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Product_Mako.adoc] compiles in JOB[12]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[events.adoc] compiles in JOB[13]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Product_MiAZ.adoc] compiles in JOB[14]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Tag_workflow.adoc] compiles in JOB[15]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Product_Pypi.adoc] compiles in JOB[16]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Category.adoc] compiles in JOB[17]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Status.adoc] compiles in JOB[18]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Tag_dependency.adoc] compiles in JOB[19]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[20251214-0030.adoc] compiles in JOB[20]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.194 | DOC[Tag_blog.adoc] compiles in JOB[21]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Programming_Language_Python.adoc] compiles in JOB[22]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Product_Python.adoc] compiles in JOB[23]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[20260216-EAT.adoc] compiles in JOB[24]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Author.adoc] compiles in JOB[25]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Tag.adoc] compiles in JOB[26]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Topic_Troubleshooting.adoc] compiles in JOB[27]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Tag_page.adoc] compiles in JOB[28]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Tag_api.adoc] compiles in JOB[29]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[20260221_0100.adoc] compiles in JOB[30]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[events_2025.adoc] compiles in JOB[31]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Tag_compiling.adoc] compiles in JOB[32]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Topic_Automation.adoc] compiles in JOB[33]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[events_20260216.adoc] compiles in JOB[34]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Topic_Refactoring.adoc] compiles in JOB[35]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Topic_Documentation.adoc] compiles in JOB[36]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Product.adoc] compiles in JOB[37]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[events_202602.adoc] compiles in JOB[38]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Tag_algorithm.adoc] compiles in JOB[39]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.195 | DOC[Topic_Development.adoc] compiles in JOB[40]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[about_app.adoc] compiles in JOB[41]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Product_KB4IT.adoc] compiles in JOB[42]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[index.adoc] compiles in JOB[43]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[events_20260221.adoc] compiles in JOB[44]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[events_20251208.adoc] compiles in JOB[45]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[20251228-KB4IT-incremental-compiling.adoc] compiles in JOB[46]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Product_GTK.adoc] compiles in JOB[47]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[20251231-1400-log_module.adoc] compiles in JOB[48]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[events_202601.adoc] compiles in JOB[49]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[all.adoc] compiles in JOB[50]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Tag_vm.adoc] compiles in JOB[51]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[events_20251228.adoc] compiles in JOB[52]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Topic_Package_management.adoc] compiles in JOB[53]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Category_Post.adoc] compiles in JOB[54]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Product_PyGObject.adoc] compiles in JOB[55]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Tag_awesome.adoc] compiles in JOB[56]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[bookmarks.adoc] compiles in JOB[57]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[events_20251214.adoc] compiles in JOB[58]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Tag_project.adoc] compiles in JOB[59]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[events_2026.adoc] compiles in JOB[60]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Product_GNOME.adoc] compiles in JOB[61]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Tag_cache.adoc] compiles in JOB[62]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[python3-dev.adoc] compiles in JOB[63]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[Tag_environment.adoc] compiles in JOB[64]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.196 | DOC[stats.adoc] compiles in JOB[65]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_filehandler.adoc] compiles in JOB[66]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[about_kb4it.adoc] compiles in JOB[67]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Status_Published.adoc] compiles in JOB[68]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[20251208-2230.adoc] compiles in JOB[69]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Bookmark_Yes.adoc] compiles in JOB[70]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_template.adoc] compiles in JOB[71]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_logging.adoc] compiles in JOB[72]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_analysis.adoc] compiles in JOB[73]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[events_202512.adoc] compiles in JOB[74]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_documentation.adoc] compiles in JOB[75]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Product_Github_Actions.adoc] compiles in JOB[76]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_theme.adoc] compiles in JOB[77]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_transformation.adoc] compiles in JOB[78]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_resource.adoc] compiles in JOB[79]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[20251226-PyGTK4.adoc] compiles in JOB[80]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Programming_Language.adoc] compiles in JOB[81]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_redirect.adoc] compiles in JOB[82]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.197 | DOC[Tag_excerpt.adoc] compiles in JOB[83]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.198 | DOC[Tag_build.adoc] compiles in JOB[84]
     DEBUG |   93 | Compiler             | 20/02/2026 23:57:04.198 | DOC[Tag_framework.adoc] compiles in JOB[85]
     DEBUG |  102 | Compiler             | 20/02/2026 23:57:04.198 | [COMPILATION] - START
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:04.443 | DOC[properties.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:04.443 | DOC[Tag_library.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:05.041 | DOC[Author_Tomás_Vírseda.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:05.546 | DOC[Product_Libadwaita.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:05.547 | STATS - JOB[4/85] Compilation progress: 4% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:05.846 | DOC[Bookmark.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:06.358 | DOC[Tag_index.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:06.632 | DOC[Product_Pixi.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:06.662 | DOC[Topic.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:06.662 | STATS - JOB[8/85] Compilation progress: 9% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:07.047 | DOC[Tag_extraction.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:07.583 | DOC[events_20260111.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:08.029 | DOC[Tag_incremental.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:08.049 | DOC[Product_Mako.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:08.049 | STATS - JOB[12/85] Compilation progress: 14% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:08.495 | DOC[events.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:08.983 | DOC[Product_MiAZ.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:09.098 | DOC[Tag_workflow.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:09.277 | DOC[Product_Pypi.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:09.277 | STATS - JOB[16/85] Compilation progress: 18% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:09.916 | DOC[Category.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:10.191 | DOC[Status.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:10.939 | DOC[Tag_dependency.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:10.967 | DOC[20251214-0030.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:10.968 | STATS - JOB[20/85] Compilation progress: 23% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:11.104 | DOC[Tag_blog.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:11.774 | DOC[Programming_Language_Python.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:11.940 | DOC[Product_Python.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:12.037 | DOC[20260216-EAT.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:12.037 | STATS - JOB[24/85] Compilation progress: 28% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:12.280 | DOC[Author.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:12.711 | DOC[Tag.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:12.784 | DOC[Topic_Troubleshooting.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:13.386 | DOC[Tag_page.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:13.386 | STATS - JOB[28/85] Compilation progress: 32% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:13.618 | DOC[Tag_api.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:13.933 | DOC[20260221_0100.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:14.224 | DOC[events_2025.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:14.382 | DOC[Tag_compiling.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:14.382 | STATS - JOB[32/85] Compilation progress: 37% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:14.813 | DOC[Topic_Automation.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:15.063 | DOC[events_20260216.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:15.314 | DOC[Topic_Refactoring.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:15.407 | DOC[Topic_Documentation.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:15.407 | STATS - JOB[36/85] Compilation progress: 42% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:15.957 | DOC[Product.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:16.187 | DOC[events_202602.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:16.772 | DOC[Tag_algorithm.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:16.823 | DOC[Topic_Development.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:16.823 | STATS - JOB[40/85] Compilation progress: 47% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:17.073 | DOC[about_app.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:17.124 | DOC[Product_KB4IT.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:17.614 | DOC[index.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:17.768 | DOC[events_20260221.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:17.768 | STATS - JOB[44/85] Compilation progress: 51% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:18.185 | DOC[events_20251208.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:18.804 | DOC[20251228-KB4IT-incremental-compiling.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:18.959 | DOC[Product_GTK.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:19.154 | DOC[20251231-1400-log_module.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:19.154 | STATS - JOB[48/85] Compilation progress: 56% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:19.522 | DOC[events_202601.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:19.929 | DOC[all.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:20.107 | DOC[Tag_vm.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:20.225 | DOC[events_20251228.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:20.225 | STATS - JOB[52/85] Compilation progress: 61% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:20.388 | DOC[Topic_Package_management.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:20.575 | DOC[Category_Post.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:20.749 | DOC[Product_PyGObject.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:21.418 | DOC[Tag_awesome.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:21.419 | STATS - JOB[56/85] Compilation progress: 65% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:21.561 | DOC[bookmarks.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:22.150 | DOC[events_20251214.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:22.310 | DOC[Tag_project.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:22.664 | DOC[events_2026.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:22.664 | STATS - JOB[60/85] Compilation progress: 70% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:23.040 | DOC[Product_GNOME.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:23.434 | DOC[Tag_cache.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:23.754 | DOC[python3-dev.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:23.776 | DOC[Tag_environment.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:23.776 | STATS - JOB[64/85] Compilation progress: 75% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:24.021 | DOC[stats.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:24.443 | DOC[Tag_filehandler.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:24.803 | DOC[about_kb4it.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:25.406 | DOC[Status_Published.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:25.406 | STATS - JOB[68/85] Compilation progress: 80% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:25.761 | DOC[20251208-2230.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:26.362 | DOC[Bookmark_Yes.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:26.437 | DOC[Tag_template.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:27.347 | DOC[Tag_logging.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:27.347 | STATS - JOB[72/85] Compilation progress: 84% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:27.556 | DOC[Tag_analysis.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:27.955 | DOC[events_202512.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:28.159 | DOC[Tag_documentation.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:28.532 | DOC[Product_Github_Actions.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:28.532 | STATS - JOB[76/85] Compilation progress: 89% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:28.800 | DOC[Tag_theme.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:29.024 | DOC[Tag_transformation.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:29.300 | DOC[Tag_resource.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:29.933 | DOC[20251226-PyGTK4.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:29.933 | STATS - JOB[80/85] Compilation progress: 94% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:30.011 | DOC[Programming_Language.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:30.403 | DOC[Tag_redirect.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:30.851 | DOC[Tag_excerpt.adoc] compiled successfully
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:31.110 | DOC[Tag_build.adoc] compiled successfully
     DEBUG |  111 | Compiler             | 20/02/2026 23:57:31.110 | STATS - JOB[84/85] Compilation progress: 98% done
     DEBUG |  106 | Compiler             | 20/02/2026 23:57:31.970 | DOC[Tag_framework.adoc] compiled successfully
     DEBUG |  120 | Compiler             | 20/02/2026 23:57:31.971 | STATS - JOB[85/85] Compilation progress: 100% done
     DEBUG |  121 | Compiler             | 20/02/2026 23:57:31.971 | STATS - Compilation time: 27 seconds
     DEBUG |  122 | Compiler             | 20/02/2026 23:57:31.971 | STATS - Compiled docs: 85
     DEBUG |  123 | Compiler             | 20/02/2026 23:57:31.971 | STATS - Avg. Speed: 3 docs/sec
     DEBUG |  126 | Compiler             | 20/02/2026 23:57:31.971 | [COMPILATION] - END
      INFO |  132 | Workflow             | 20/02/2026 23:57:32.607 | 7 - Theme post activities
     DEBUG |  395 | Theme                | 20/02/2026 23:57:32.607 | [POSTPROCESSING THEME] - START
     DEBUG |  398 | Theme                | 20/02/2026 23:57:32.607 | [POSTPROCESSING THEME] - END
      INFO |  135 | Workflow             | 20/02/2026 23:57:32.607 | 6 - Deploy
     DEBUG |  124 | KB4IT                | 20/02/2026 23:57:32.607 | [CONTROLLER] - Service[Deployer] registered
     DEBUG |  108 | KB4IT                | 20/02/2026 23:57:32.607 | [CONTROLLER] - Getting service 'Deployer'
     DEBUG |  108 | KB4IT                | 20/02/2026 23:57:32.607 | [CONTROLLER] - Getting service 'Backend'
     DEBUG |  114 | KB4IT                | 20/02/2026 23:57:32.608 | [CONTROLLER] - Service 'Deployer' started
     DEBUG |   27 | Deployer             | 20/02/2026 23:57:32.608 | [DEPLOYER] - START
     DEBUG |   33 | Deployer             | 20/02/2026 23:57:32.608 | Changes detected. Deploying
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.608 | Copied /home/runner/work/blog/blog/source/20251214-0030.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.608 | Copied /home/runner/work/blog/blog/source/20260216-EAT.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.608 | Copied /home/runner/work/blog/blog/source/20260221_0100.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.608 | Copied /home/runner/work/blog/blog/source/about_app.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.608 | Copied /home/runner/work/blog/blog/source/20251228-KB4IT-incremental-compiling.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.608 | Copied /home/runner/work/blog/blog/source/20251231-1400-log_module.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.609 | Copied /home/runner/work/blog/blog/source/python3-dev.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.609 | Copied /home/runner/work/blog/blog/source/about_kb4it.adoc to /home/runner/work/blog/blog/var/cache
     DEBUG |  112 | Util                 | 20/02/2026 23:57:32.609 | Copied /home/runner/work/blog/blog/source/20251208-2230.adoc to /home/runner/work/blog/blog/var/cache
